CINP	21.0874964220027	+
ATP1B1	20.758112352077227	+
DNAJC12	20.70234748501686	+
SCCPDH	20.52781997286853	+
IDS	20.160330919137454	+
OCIAD2	19.89812488053628	+
EXOC2	19.687988421742357	+
PLP2	18.91079494625979	+
TM2D3	16.856252676379068	+
SETX	16.63882099186797	-
TATDN1	16.56740112740133	+
CASP10	16.463750537647886	-
KLF7	16.03572590756899	+
FAM195B	15.793803672358464	+
SKIL	15.485418837659193	+
PLK3	15.154102192841933	+
PRDM1	15.096432778034426	-
SYNRG	15.029462719259556	-
PMEPA1	15.00434744308931	+
TOP2B	14.719284663483782	-
RGS16	14.28645969593126	+
RAN	14.211672244309174	+
VPS13C	14.170491881603304	-
RPS6KA5	13.95971759328125	-
PPCS	13.935494153104242	+
CHST12	13.847973817340034	-
DICER1	13.78238284770825	-
HBEGF	13.75842670978273	-
PVT1	13.70795941208192	+
BIN2	13.680483670806346	-
LBR	13.312602633000548	-
FAM207A	13.247413597999977	+
LAMTOR5	13.214353085561816	+
MRPL40	13.19060652400638	+
CBLB	13.138873862283075	-
DPP4	12.977884343509466	-
ADD3	12.934633173680462	-
GIMAP8	12.793534188835771	-
NUDT4	12.789313698841028	+
FNBP1L	12.700452568973027	+
RALGAPA2	12.605879744367256	-
DYNLRB1	12.574095520097163	+
SLTM	12.568744277939528	-
CLECL1	12.440793989695242	-
DUSP4	12.411941378145205	+
HPRT1	12.347631174185992	+
CDV3	12.313031373601996	+
ABCG1	12.261679413716264	+
MTX2	12.118850623397858	+
CHD8	12.116250682363772	-
SHF	12.091247087214676	+
JAML	12.033768776353725	+
GPR157	11.980727158252014	+
SLC39A10	11.948514136440911	-
PRKX	11.748249036857551	-
NUP37	11.739350433178991	+
RAB7A	11.696586336098648	+
SIPA1L1	11.693596900236823	-
RP11-305L7.3	11.687758940187624	-
MDH2	11.650330159574338	+
COPS8	11.570808975257444	+
MYO1F	11.523817222802885	-
UTRN	11.520394457616796	-
ARL1	11.501878773984632	+
USF3	11.487093772420574	-
DAXX	11.457571817844336	-
MFSD10	11.433100202371092	+
APOPT1	11.30097894527737	+
ZNF33A	11.296053024681209	-
SMAD3	11.269210335152204	-
USP1	11.241076774417072	-
TUG1	11.223976960634484	-
GLB1	11.215671125415478	+
VCPIP1	11.21423524860893	-
DHRS12	11.211593831201698	+
VKORC1	11.19672686274118	+
FAM177A1	11.180434609145529	+
SMYD3	11.1620068311694	+
AC245100.1	11.159313444824834	+
ARHGAP25	11.137945099356696	-
MEA1	11.086434017417677	+
KLF2	11.070993251692595	-
MAN1A1	11.068854502394064	-
EDEM3	11.030486493710638	-
OGFR	11.0044125523269	-
RNF157	11.001801431631607	-
SEPHS2	10.98009133445688	-
C19orf70	10.97809133898309	+
HECTD2	10.927209668690669	+
PPP1R10	10.90297912903719	-
GSTO1	10.856429519591028	+
SLC6A6	10.837962344228156	+
EGR2	10.72808800382734	+
CXCR3	10.7009779850332	+
KIF1B	10.700804463747316	-
IKZF1	10.672553911578188	-
SDHD	10.628929027193273	+
RASGRP3	10.612834577779829	+
BIRC6	10.607428066467424	-
LDLR	10.537120959071132	-
